código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00389,450293756.00,121792594.00,168045384.00,76381594.00,1573.00,338852.00,0.00,0.00,0.00,3.75,12.05,3.81,8.27,8.80,91.20,74.79,9.07,0.02,22.28,8.27,4.67,5.49,29.35,-61.48,232.30,164.21,59.42,59.90,-66.73,101.24,38.66,12.99,14.92,10.12,-2.83,3.84,-23.72,20.24,10.07,20.84,202412
00426,136358581.00,61684274.00,90420486.00,33477718.00,5453.00,58989.00,0.00,0.00,0.00,3.06,0.23,-0.62,0.69,58.18,41.82,147.26,1.51,0.10,-23.91,0.69,11.27,0.07,12.02,143.36,484.37,326.14,16.69,56.58,79.32,64.95,33.75,4.32,6.65,34.81,-0.68,4.29,-14.33,30.36,16.93,30.36,202412
00431,192051465.00,62272322.00,147496715.00,35829903.00,5213.00,19035.00,0.00,0.00,0.00,4.36,-1.64,-2.28,0.53,85.29,14.71,310.82,1.40,0.38,28.58,0.53,20.95,0.44,13.29,70.17,706.37,295.66,14.11,41.60,54.50,57.92,25.29,3.29,4.60,34.85,-0.85,0.83,-18.12,44.46,33.21,38.53,202412
00432,106016177.00,22616870.00,19646461.00,24006167.00,1317.00,1258.00,0.00,0.00,0.00,1.81,6.79,-0.88,0.58,91.05,10.04,247.53,3.04,0.31,1.45,0.57,13.65,0.05,23.32,189.42,171.13,195.40,5.95,52.26,75.64,63.70,15.95,1.83,0.60,35.18,-0.41,3.06,-12.27,236.76,228.16,119.22,202412
00435,14606305.00,3031546.00,9300721.00,4706759.00,138.00,932.00,0.00,0.00,0.00,2.10,6.66,6.49,20.23,88.96,11.04,56.10,6.44,21.94,0.00,20.23,4.13,6.08,26.94,47.76,773.23,269.96,-28.54,12.35,31.66,89.19,4.18,-16.01,-20.14,53.75,-4.60,8.74,-37.20,106.71,6.48,106.71,202412
00448,56847495.00,11242183.00,38468062.00,12828252.00,587.00,7100.00,0.00,0.00,0.00,3.39,-0.39,-0.78,0.52,60.84,39.16,270.91,1.17,0.09,10.73,0.51,10.23,0.07,8.50,88.13,1030.88,295.26,-58.35,49.16,28.45,51.56,70.14,-14.41,-14.24,15.32,-0.26,1.41,-7.97,31.97,14.97,31.97,202412
44077,94500267.00,41371465.00,59385035.00,14047689.00,0.00,246659.00,0.00,0.00,0.00,5.73,21.94,6.16,12.30,3.34,96.66,83.96,12.72,0.00,1.14,12.30,5.23,12.26,31.67,-19.95,146.32,102.84,-46.93,34.48,-33.41,122.85,36.31,-10.38,-13.96,38.30,-5.78,1.80,-37.03,21.69,8.32,21.69,202412
44088,261564794.00,240632364.00,3726906.00,57661545.00,0.00,0.00,4.00,14330.00,46.00,3.54,0.80,-0.40,0.10,57.26,42.74,188.89,0.20,0.02,-81.68,0.10,3.17,0.10,4.42,412.69,80.74,5498.29,15.62,43.81,87.54,69.11,59.19,4.70,8.65,39.73,-1.41,0.85,-6.38,13.21,222.41,222.41,202412
44092,169481057.00,124780916.00,27139031.00,26452149.00,0.00,0.00,66.00,32910.00,37.00,5.41,7.05,-0.18,0.86,54.25,45.75,102.95,1.39,0.42,-32.45,0.86,1.26,0.86,5.69,256.34,598.11,3301.62,21.90,29.91,88.30,88.86,21.93,4.12,6.91,22.16,-2.95,9.69,-6.47,5.02,7.89,7.89,202412
44093,77650177.00,72027510.00,0.00,24083303.00,0.00,1.00,0.00,11407.00,44.00,2.22,8.04,-0.47,1.08,1.72,98.28,113.58,1.10,0.00,-12.86,1.08,2.96,1.08,6.50,350.63,0.00,1594.36,-4.52,51.12,68.32,64.24,40.53,-2.04,3.18,41.79,-2.32,5.41,-8.78,6.60,0.00,0.00,202412
44094,79483644.00,36394089.00,219510.00,18944953.00,0.00,3.00,0.00,0.00,0.00,3.20,11.05,-2.09,0.68,90.07,9.93,174.95,0.10,0.74,0.01,0.68,2.88,0.17,21.45,91.87,4.99,831.10,-4.50,64.71,41.63,73.31,22.42,-1.01,-3.03,24.99,-1.15,1.56,-10.16,1044.52,1044.52,1044.52,202412
44095,94219825.00,86814713.00,0.00,25895160.00,0.00,0.00,0.00,23584.00,31.00,2.64,1.73,-1.10,0.28,13.00,87.00,180.94,0.32,0.00,-53.26,0.28,1.38,0.28,6.81,297.67,0.00,3976.38,45.69,24.33,124.86,83.41,0.00,12.53,22.13,61.05,-2.08,-4.66,-11.50,59.02,0.00,0.00,202412
44096,327446064.00,275560727.00,0.00,29019318.00,0.00,0.00,0.00,1396.00,74.00,10.28,22.40,6.66,2.41,100.00,0.00,71.14,0.00,2.41,5.16,2.18,7.54,2.41,2.88,181.66,0.00,3720.50,4.10,57.45,54.68,16.27,0.00,0.34,1.57,7.03,-0.43,1.76,-2.48,748624.61,0.00,0.00,202412
44098,151119864.00,146030834.00,0.00,27303627.00,0.00,0.00,16.00,26630.00,30.00,4.53,1.56,-1.00,0.15,43.93,56.07,224.11,0.27,0.00,-67.15,0.15,1.23,0.15,4.13,303.71,0.00,5137.45,-8.04,32.54,75.21,71.78,58.69,-1.85,0.18,28.82,-1.69,1.79,-5.70,3.92,0.00,0.00,202412
44099,106989838.00,77679321.00,4564323.00,30110846.00,0.00,1.00,0.00,0.00,0.00,2.55,2.15,0.59,0.43,57.30,42.70,58.87,0.30,0.52,-77.59,0.42,1.77,0.14,14.71,92.00,73.34,1244.77,-16.43,56.67,38.09,66.05,57.13,-6.63,-4.56,31.69,-0.31,5.56,-16.72,9.69,41.53,41.53,202412
45030,1615070349.00,459231453.00,1418238049.00,84466155.00,0.00,7336238.00,0.00,0.00,0.00,8.99,35.90,-2.76,7.71,0.66,99.34,105.31,7.76,0.00,27.71,7.71,4.16,0.00,2.51,157.81,27778.70,8817.09,82.54,12.73,119.04,116.07,37.71,6.41,7.05,35.21,-11.84,-3.91,-5.86,56.55,2.47,56.73,202412
45056,42099354.00,25894761.00,29139661.00,7288874.00,0.00,57308.00,0.00,0.00,0.00,4.78,65.92,42.00,17.75,2.20,97.80,44.16,18.03,5.42,-29.82,17.73,5.75,13.99,17.53,-39.34,119.05,111.86,-7.69,49.55,-56.06,72.72,42.43,-1.57,-2.22,16.21,-4.96,10.01,-29.00,11.59,8.32,12.83,202412
45072,76373785.00,25690117.00,65053012.00,4350516.00,0.00,751250.00,0.00,0.00,0.00,16.56,26.44,0.97,2.16,74.34,25.66,96.10,6.44,0.69,1.43,2.16,36.31,0.26,22.04,-4.87,386.54,153.14,-42.90,42.01,-15.71,66.35,18.55,-3.86,-3.55,24.15,-1.03,7.60,-29.07,56.48,43.02,56.09,202412
65203,8779502.00,3708360.00,2851465.00,4247712.00,0.00,693.00,0.00,0.00,0.00,1.07,10.91,5.00,23.27,22.50,77.50,75.66,29.45,1.99,-0.11,23.27,5.28,20.16,65.16,-55.03,33.15,38.60,-85.18,63.88,-65.86,92.47,40.86,-33.98,-35.18,35.62,-11.11,-0.46,-47.74,48.73,16.26,48.73,202412
AA000,209535141495.00,74250150734.00,136768937395.00,51194201959.00,9060819.00,112244931.00,4546616.00,50265463.00,95301.00,2.88,0.50,-1.46,1.48,56.55,43.62,161.39,2.51,0.68,47.81,1.50,16.68,0.92,7.50,244.09,1415.68,712.43,15.87,55.96,75.26,55.96,26.20,4.10,5.45,29.11,-1.17,1.42,-7.96,39.88,32.03,32.14,202412
AA100,206430362975.00,72634334104.00,135158620403.00,50840330112.00,9060819.00,103852779.00,4529736.00,35337004.00,93990.00,2.86,0.40,-1.47,1.43,56.98,43.19,165.08,2.42,0.68,49.80,1.46,16.82,0.92,7.53,245.51,1418.47,704.76,15.87,56.20,75.29,55.53,26.13,4.11,5.47,29.10,-1.13,1.43,-7.95,39.71,32.32,31.85,202412
AA110,81030841632.00,26592597498.00,53915590315.00,22716983754.00,2511525.00,41377203.00,2188940.00,12256929.00,37626.00,2.32,1.04,-0.66,1.39,53.18,46.97,136.73,1.90,0.93,24.90,1.54,11.09,0.81,6.42,368.24,1410.63,572.26,19.75,69.57,81.48,69.78,28.66,5.52,7.55,31.21,-0.78,-0.06,-6.19,32.40,21.37,26.82,202412
AA120,125399521343.00,46041736606.00,81243030088.00,28123346358.00,6549294.00,62475576.00,2340796.00,23080075.00,56364.00,3.30,-0.16,-2.18,1.46,59.02,41.16,181.90,2.74,0.56,64.59,1.41,20.38,0.98,8.20,187.78,1423.71,793.15,12.78,49.92,70.36,48.69,24.27,3.13,4.01,27.63,-1.37,2.48,-9.18,44.55,39.59,35.19,202412
AA121,68054050860.00,23653904261.00,43964068399.00,15581620715.00,2518874.00,40043506.00,1725985.00,15842183.00,33360.00,3.24,0.36,-1.71,1.45,58.95,41.11,166.44,2.60,0.65,51.27,1.39,18.53,0.80,8.21,194.14,1301.72,687.92,18.24,52.18,72.18,52.23,27.44,4.43,5.79,27.77,-1.23,2.30,-9.04,43.99,39.67,32.18,202412
AA123,52258678247.00,21425491579.00,35088948052.00,10363546917.00,4026638.00,22428292.00,614754.00,7220346.00,21620.00,3.87,-0.42,-2.79,1.52,56.99,43.04,183.30,2.89,0.49,69.39,1.49,21.76,1.23,7.74,171.87,1601.66,963.37,9.51,47.76,71.05,45.20,21.63,2.14,2.91,26.68,-1.62,2.59,-9.30,39.09,34.40,35.57,202412
AA124,5086792236.00,962340766.00,2190013637.00,2178178726.00,3782.00,3778.00,57.00,17546.00,1384.00,1.05,-2.53,-2.53,0.00,106.76,0.01,24850459.46,0.43,0.00,450.42,0.00,32.22,0.00,16.39,254.28,1578.81,665.67,-7.08,43.99,55.83,50.66,3.22,-3.17,-6.81,34.41,-0.77,3.57,-9.82,139.55,121.20,89.34,202412
AA200,3104778520.00,1615816630.00,1610316992.00,353871847.00,0.00,8392152.00,16880.00,14928459.00,1311.00,5.26,14.26,0.62,3.51,38.91,61.09,96.54,5.08,1.04,6.00,3.45,4.93,1.08,5.47,124.01,1216.09,1260.23,16.32,35.18,70.02,73.15,36.38,2.57,3.99,29.95,-5.80,0.24,-8.90,52.26,7.23,56.68,202412
AA210,1836823257.00,555896156.00,1574667222.00,114400946.00,0.00,8392148.00,16771.00,14809357.00,944.00,7.10,29.46,1.24,8.33,3.89,96.11,97.08,8.64,0.71,20.14,8.33,6.54,1.58,5.28,54.11,1662.49,578.39,37.42,29.07,62.29,111.42,36.38,3.66,3.86,34.07,-10.34,-2.13,-11.25,54.34,4.53,55.09,202412
AA220,1267955263.00,1059920474.00,35649770.00,239470901.00,0.00,4.00,109.00,119102.00,367.00,4.24,5.78,0.28,0.85,58.18,41.82,93.65,0.57,1.06,-36.02,0.83,3.55,0.80,5.82,241.55,82.09,2992.31,6.94,45.45,73.46,56.05,36.49,1.50,4.12,25.89,-1.32,2.57,-6.59,36.58,126.76,126.76,202412
AA910,104061111127.00,40215139763.00,67605103982.00,23753215868.00,6021153.00,43020590.00,1692725.00,17643751.00,43530.00,3.24,-0.35,-2.45,1.44,58.13,42.07,190.20,2.64,0.57,72.29,1.41,21.73,0.98,7.73,201.60,1534.75,897.11,12.82,49.89,71.38,47.50,22.52,3.23,4.00,28.13,-1.52,2.54,-8.92,42.20,37.65,36.64,202412
